katakana,0,7,1,6,1,1,0,5,1,0,0,5,3,47,3,17,14,12,5,2,0,3,0,0,6,3,0,14,3,7,1
romaji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kanji,2,1,0,0,1,0,1,0,0,4,2,0,2,2,6,1,0,4,2,0,0,0,0,0,1,0,2,2,1,0,1
