katakana,0,3,1,0,1,2,0,0,0,3,0,0,5,2,13,4,31,1,1,1,2,0,2,0,1,1,0,1,0,0,0,2
romaji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kanji,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,2,0,2,2,1,0,0,1,0,2,1
