katakana,2,1,4,2,2,0,0,0,0,0,0,0,1,0,2,0,4,1,0,3,1,0,0,0,0,3,0,0,3,1,0,2,0,0,1,3,0,1,1,0,1,0,0,0,2,0
romaji,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kanji,6,7,7,5,4,1,0,0,1,1,1,12,2,3,4,1,6,1,2,2,4,2,2,1,6,1,2,1,1,1,0,3,2,11,3,2,9,4,0,0,0,0,1,1,3,2
