katakana,1,1,6,3,7,0,1,0,1,0,1,0,0,1,6,0,0,0,0,2,40,0,6,4,7,0,17,0,0
romaji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kanji,4,0,2,1,1,0,1,3,0,1,0,0,0,1,0,1,0,1,1,1,2,0,2,1,1,0,0,0,0
