にごりえ	名詞	普通名詞	一般	*	*	*	ニゴリエ	濁り江	にごりえ	ニゴリエ	ニゴリエ	和	にごりえ	ニゴリエ	ニゴリエ	ニゴリエ	*	*	*	*	*	*	3	C1	*
に	助詞	格助詞	*	*	*	*	ニ	に	に	ニ	ニ	和	に	ニ	ニ	ニ	*	*	*	*	*	*	*	名詞%F1	*
お	接頭辞	*	*	*	*	*	オ	御	お	オ	オ	和	お	オ	オ	オ	*	*	*	促添	基本形	*	*	P2	*
湯	名詞	普通名詞	一般	*	*	*	ユ	湯	湯	ユ	ユ	和	湯	ユ	ユ	ユ	*	*	*	*	*	*	1	C3	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
ぶう	感動詞	一般	*	*	*	*	ブウ	ぶう	ぶう	ブー	ブウ	和	ぶう	ブー	ブウ	ブウ	*	*	*	*	*	*	"0	1"	*	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
なら	助動詞	*	*	*	助動詞-ダ	仮定形-一般	ダ	だ	なら	ナラ	ナラ	和	だ	ダ	ダ	ダ	*	*	*	*	*	*	*	名詞%F1	M2@1
歸	名詞	普通名詞	一般	*	*	*	キ	帰	歸	キ	キ	漢	歸	キ	キ	キ	*	*	*	*	*	*	1	C3	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
かへ	動詞	一般	*	*	文語下二段-ハ行	連用形-一般	カエル	変える	かへ	カエ	カヘ	和	かふ	カウ	カフ	カウ	*	*	*	*	*	*	0	C4	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
り	助動詞	*	*	*	文語助動詞-リ	終止形-一般	リ	り	り	リ	リ	和	り	リ	リ	リ	*	*	*	*	*	*	*	動詞%F4@0	*
に	助詞	格助詞	*	*	*	*	ニ	に	に	ニ	ニ	和	に	ニ	ニ	ニ	*	*	*	*	*	*	*	名詞%F1	*
吃	動詞	一般	*	*	文語四段-ハ行	未然形-一般	クウ	食う	吃	クワ	クハ	和	吃ふ	クー	クフ	クウ	*	*	*	*	*	*	1	C1	*
度	助動詞	*	*	*	文語形容詞-ク	連用形-一般	タイ	たい	度	タク	タク	和	度し	タシ	タシ	タシ	*	*	*	*	*	*	*	動詞%F4@1	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
きつと	副詞	*	*	*	*	*	キット	急度	きつと	キット	キツト	和	きつと	キット	キツト	キット	*	*	*	*	*	*	1	*	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
よつ	動詞	一般	*	*	文語四段-ラ行	連用形-促音便	ヨル	因る	よつ	ヨッ	ヨッ	和	よる	ヨル	ヨル	ヨル	*	*	*	*	*	*	0	C4	*
て	助詞	接続助詞	*	*	*	*	テ	て	て	テ	テ	和	て	テ	テ	テ	*	*	*	*	*	*	*	"動詞%F1	形容詞%F2@-1"	*
お	接頭辞	*	*	*	*	*	オ	御	お	オ	オ	和	お	オ	オ	オ	*	*	*	促添	基本形	*	*	P2	*
呉	名詞	固有名詞	人名	姓	*	*	ゴ	ゴ	呉	ゴ	ゴ	固	呉	ゴ	ゴ	ゴ	*	*	*	*	*	*	1	*	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
く	記号	一般	*	*	*	*	ク	ク	く	ク	ク	記号	く	ク	ク	ク	*	*	*	*	*	*	1	*	*
》	補助記号	括弧閉	*	*	*	*		》	》			記号	》				*	*	*	*	*	*	*	*	*
れよ	助動詞	*	*	*	助動詞-レル	命令形	レル	れる	れよ	レヨ	レヨ	和	れる	レル	レル	レル	*	*	*	*	*	*	*	動詞%F3@1	M2@1
、	補助記号	読点	*	*	*	*		、	、			記号	、				*	*	*	*	*	*	*	*	*
嘘	名詞	普通名詞	一般	*	*	*	ウソ	嘘	嘘	ウソ	ウソ	和	嘘	ウソ	ウソ	ウソ	*	*	*	*	*	*	1	C3	*
《	補助記号	括弧開	*	*	*	*		《	《			記号	《				*	*	*	*	*	*	*	*	*
