0,0,4,0,0,1,12,7,3,1,29,14,23,19,11,11,7,10,9
13,2,0,1,0,0,4,0,1,1,4,1,2,3,4,2,14,8,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
