2,2,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,5,0
3,6,7,4,0,2,8,4,2,3,2,0,0,1,8,6,2,2,8,4,4,1,4,2,2,3,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
