23,18,11,11,10,8,22,20,39,31,25,32,8,34,34,26,16,16,11
2,0,0,3,0,0,0,2,2,3,1,2,2,2,3,0,2,0,1
0,1,2,1,0,0,0,5,6,1,6,1,3,3,15,5,7,0,1
