0,5,1,2,8,11,3,14,1,5,12,12,7,1,8,12,3,1,0,1,0,0,1,0,1
12,5,4,3,5,3,5,2,3,3,0,22,10,0,4,6,4,1,3,12,8,2,11,8,2
0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0
