0,15,19,13,13,0,1,5,4,3,2,9,7,2,3,7,4,3,7,0,1,2,2,7,0,6,0
2,8,14,0,5,1,6,6,4,2,4,3,14,5,1,3,3,8,16,16,20,8,11,2,5,10,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
