20,10,26,22,12,9,24,26,3,14,47,19,7,2,24,22,16,19,12,13,17,16
4,2,1,5,4,3,1,1,0,0,2,0,0,3,0,4,0,0,2,2,2,1
0,0,5,0,0,0,0,2,0,8,4,0,0,0,0,2,0,0,0,2,5,0
