10,1,3,0,11,3,9,0,7,11,6,4,8,9,12,9,0,3,1,0,1,7,5,1,0
6,11,7,3,5,12,4,4,2,2,5,5,10,12,1,5,6,6,13,7,4,2,2,2,1
0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
