33,11,44,29,17,7,23,17,6,59,14,16,18,30,25,13,11
1,3,4,2,0,1,2,1,1,0,2,1,2,0,2,1,0
7,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0
