6,18,47,65,24,10,32,19,19,7,3,5,17,23,10,4,0
2,1,4,3,0,4,3,4,4,4,4,4,3,2,3,1,0
8,1,3,14,16,17,17,17,8,25,21,22,27,32,12,9,11
