9,22,18,36,18,13,10,28,7,14,14,15,9,11,20,17,8,25,8,6,13,4,11,4,9,39,21,6,5,16,4,7,0,3,5,7,34,29,29,18,34,13
1,0,3,1,1,6,5,9,9,6,7,14,8,8,6,0,5,10,5,3,6,4,6,4,4,2,5,2,4,10,4,0,2,1,4,0,3,12,16,9,5,2
0,0,1,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
