7,5,4,2,5,5,1,37,6,17,2,5,6,14,9,24,3,3,2,7,14,5,10,9,12,3
6,2,2,0,1,1,0,0,0,0,1,0,3,0,0,2,2,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0
