9,22,18,15,29,26,13,11,9,11,9,13,16,8,11,22,5,10,23,16,23,44,21,13,8,3,13,16,5,15,10,15,1,13,6,10,7,13,14,2
1,0,3,1,2,3,1,2,3,1,1,9,2,4,5,5,3,0,5,14,13,3,3,7,10,1,1,4,2,1,2,0,0,0,2,1,0,2,3,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
