63,80,92,94,57,79,105,67,110,91,50,49,42,46,86,53,46,42,43,48,44,34,60,48
0,2,0,2,0,7,7,4,4,0,4,0,1,2,0,0,1,4,0,0,1,0,3,2
1,0,3,4,12,3,4,6,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,1
