1,3,7,7,0,1,0,1,1,0,0,1,2,6,0,0,0,13,18,4,0,11,0,15,0,0
13,4,4,1,1,1,2,2,1,0,0,2,1,1,0,2,1,0,1,5,5,1,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
