katakana,63,135,55,44,74,53,19,0,1,0,0,4,0,1,0,0,0,1,3,0,0,1,0,1,0
kanji,2,1,3,0,0,8,0,0,2,5,3,2,0,2,2,1,3,9,0,19,3,2,9,3,0
romaji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
